Date,City,State,Temperature_Max (°C),Temperature_Min (°C),Temperature_Avg (°C),Humidity (%),Rainfall (mm),Wind_Speed (km/h),AQI,AQI_Category,Pressure (hPa),Cloud_Cover (%)
2025-11-05,Delhi,Delhi,27.6,15.2,21.4,44.3,0.0,24.4,304,Very Poor,1012.6,34.9
2025-11-05,Bengaluru,Karnataka,31.2,16.5,23.9,61.1,0.0,6.5,122,Moderate,993.4,74.7
2025-11-05,Chennai,Tamil Nadu,37.8,26.1,31.9,74.7,0.0,2.7,339,Very Poor,993.6,41.0
2025-11-05,Kolkata,West Bengal,32.1,22.5,27.3,82.9,9.2,13.6,101,Moderate,998.0,61.8
2025-11-05,Hyderabad,Telangana,26.1,11.9,19.0,61.5,0.0,12.2,105,Moderate,1022.0,82.6
2025-11-05,Ahmedabad,Gujarat,30.8,19.2,25.0,67.1,7.7,22.2,310,Very Poor,1016.8,28.1
2025-11-05,Jaipur,Rajasthan,31.7,17.6,24.7,83.6,0.0,24.5,130,Moderate,1006.0,11.4
2025-11-05,Lucknow,Uttar Pradesh,33.6,22.7,28.1,39.9,5.2,9.0,235,Poor,1005.7,41.9
2025-11-05,Bhopal,Madhya Pradesh,41.7,30.0,35.8,60.2,0.0,9.4,268,Poor,1005.5,46.7
2025-11-06,Mumbai,Maharashtra,43.7,34.8,39.3,35.6,10.3,24.9,247,Poor,991.8,39.0
2025-11-06,Delhi,Delhi,28.6,17.6,23.1,82.9,0.0,10.0,180,Moderate,1023.9,23.3
2025-11-06,Bengaluru,Karnataka,31.7,24.6,28.2,51.0,0.0,16.3,226,Poor,1023.0,95.5
2025-11-06,Chennai,Tamil Nadu,30.4,22.9,26.7,78.6,9.8,4.8,132,Moderate,1000.4,58.8
2025-11-06,Kolkata,West Bengal,38.0,28.8,33.4,44.2,5.4,14.0,267,Poor,1023.1,14.8
2025-11-06,Hyderabad,Telangana,31.0,22.3,26.7,52.7,0.0,21.5,280,Poor,1020.9,8.8
2025-11-06,Ahmedabad,Gujarat,26.4,13.4,19.9,69.8,0.0,16.6,54,Satisfactory,1006.6,78.4
2025-11-06,Jaipur,Rajasthan,31.9,21.3,26.6,68.2,0.0,11.5,179,Moderate,1001.6,58.9
2025-11-06,Lucknow,Uttar Pradesh,32.9,19.4,26.2,70.4,6.5,5.5,75,Satisfactory,1004.1,9.5
2025-11-06,Bhopal,Madhya Pradesh,26.6,17.2,21.9,75.3,3.2,6.8,136,Moderate,1015.3,5.7
2025-11-07,Mumbai,Maharashtra,37.4,23.7,30.6,79.0,0.0,20.7,72,Satisfactory,1017.0,97.7
2025-11-07,Delhi,Delhi,31.8,24.9,28.4,71.0,0.0,15.8,325,Very Poor,1013.1,14.8
2025-11-07,Bengaluru,Karnataka,25.7,11.0,18.3,50.6,3.2,5.7,311,Very Poor,998.9,96.3
2025-11-07,Chennai,Tamil Nadu,29.2,18.5,23.9,43.2,0.0,16.6,326,Very Poor,998.8,43.4
2025-11-07,Kolkata,West Bengal,40.1,31.3,35.7,45.0,66.5,15.0,94,Satisfactory,1008.1,73.4
2025-11-07,Hyderabad,Telangana,42.0,36.3,39.2,69.2,0.0,18.5,208,Poor,990.8,22.1
2025-11-07,Ahmedabad,Gujarat,43.8,38.1,41.0,67.6,56.9,8.2,228,Poor,1023.5,87.7
2025-11-07,Jaipur,Rajasthan,40.2,26.5,33.3,82.2,0.0,21.9,254,Poor,998.9,59.4
2025-11-07,Lucknow,Uttar Pradesh,33.5,20.7,27.1,90.1,1.9,15.9,296,Poor,1001.9,79.6
2025-11-07,Bhopal,Madhya Pradesh,31.6,19.8,25.7,71.7,0.0,16.3,68,Satisfactory,1003.3,6.1
2025-11-08,Mumbai,Maharashtra,29.6,16.5,23.1,58.7,0.0,21.8,233,Poor,1003.3,37.1
2025-11-08,Delhi,Delhi,43.0,34.5,38.7,79.5,0.3,14.8,146,Moderate,1022.8,94.2
2025-11-08,Bengaluru,Karnataka,34.1,21.2,27.7,84.9,4.2,10.7,208,Poor,1004.2,17.9
2025-11-08,Chennai,Tamil Nadu,31.5,20.6,26.1,59.1,0.0,18.2,331,Very Poor,1003.4,58.5
2025-11-08,Kolkata,West Bengal,34.7,28.2,31.4,57.7,0.0,10.0,270,Poor,991.8,71.7
2025-11-08,Hyderabad,Telangana,34.1,23.8,29.0,78.7,52.5,17.1,200,Moderate,992.7,32.6
2025-11-08,Ahmedabad,Gujarat,26.5,14.7,20.6,72.5,8.8,6.2,59,Satisfactory,990.1,21.4
2025-11-08,Jaipur,Rajasthan,33.6,23.9,28.7,71.9,1.5,15.3,235,Poor,991.0,85.6
2025-11-08,Lucknow,Uttar Pradesh,28.7,21.2,25.0,66.0,0.0,14.6,62,Satisfactory,1010.4,58.1
2025-11-08,Bhopal,Madhya Pradesh,33.2,24.8,29.0,94.5,0.0,23.1,322,Very Poor,1011.4,42.0
2025-11-09,Mumbai,Maharashtra,43.6,36.0,39.8,55.6,0.0,6.5,51,Satisfactory,1003.5,65.0
2025-11-09,Delhi,Delhi,26.7,21.6,24.1,44.2,0.0,17.2,175,Moderate,994.1,61.4
2025-11-09,Bengaluru,Karnataka,33.2,19.6,26.4,40.9,6.0,24.6,230,Poor,990.1,89.0
2025-11-09,Chennai,Tamil Nadu,25.0,15.4,20.2,79.9,0.0,20.5,68,Satisfactory,1009.9,8.2
2025-11-09,Kolkata,West Bengal,42.3,36.9,39.6,49.4,0.0,19.8,263,Poor,1000.2,8.7
2025-11-09,Hyderabad,Telangana,44.1,30.8,37.4,65.7,4.3,15.1,341,Very Poor,1020.8,62.2
2025-11-09,Ahmedabad,Gujarat,42.2,31.7,36.9,90.0,0.0,22.6,45,Good,998.7,95.2
2025-11-09,Jaipur,Rajasthan,38.6,32.1,35.4,80.1,5.0,19.7,303,Very Poor,994.2,14.2
2025-11-09,Lucknow,Uttar Pradesh,29.5,15.8,22.7,39.3,3.2,3.2,44,Good,1005.7,91.4
2025-11-09,Bhopal,Madhya Pradesh,27.1,15.7,21.4,36.8,45.5,24.0,265,Poor,1007.9,53.5
2025-11-10,Mumbai,Maharashtra,28.9,14.4,21.6,30.1,0.0,11.2,296,Poor,997.8,43.7
2025-11-10,Delhi,Delhi,39.0,33.0,36.0,33.7,5.1,21.9,277,Poor,994.7,62.5
2025-11-10,Bengaluru,Karnataka,43.8,37.7,40.8,45.6,0.0,21.8,256,Poor,1023.3,11.7
2025-11-10,Chennai,Tamil Nadu,27.3,13.3,20.3,39.2,0.0,15.5,235,Poor,1003.8,27.3
2025-11-10,Kolkata,West Bengal,39.6,25.1,32.3,56.6,7.1,2.8,213,Poor,1002.4,6.3
2025-11-10,Hyderabad,Telangana,42.3,29.2,35.7,82.7,0.0,17.4,149,Moderate,994.7,16.9
2025-11-10,Ahmedabad,Gujarat,26.9,18.6,22.7,93.0,68.1,12.0,344,Very Poor,1023.0,29.8
2025-11-10,Jaipur,Rajasthan,42.2,28.4,35.3,38.5,8.7,4.1,258,Poor,993.0,39.0
2025-11-10,Lucknow,Uttar Pradesh,25.2,10.7,18.0,64.2,3.6,8.3,247,Poor,1000.2,49.5
2025-11-10,Bhopal,Madhya Pradesh,39.1,30.9,35.0,51.0,4.9,16.2,135,Moderate,1003.0,33.2
2025-11-11,Mumbai,Maharashtra,37.9,28.6,33.2,38.7,12.1,12.5,79,Satisfactory,1013.0,93.3
2025-11-11,Delhi,Delhi,34.0,23.6,28.8,84.7,9.9,23.2,40,Good,1019.3,87.2
2025-11-11,Bengaluru,Karnataka,35.3,22.5,28.9,41.8,0.0,21.6,204,Poor,1005.1,75.2
2025-11-11,Chennai,Tamil Nadu,37.9,27.8,32.9,60.9,0.0,4.6,57,Satisfactory,1009.7,96.5
2025-11-11,Kolkata,West Bengal,33.4,20.4,26.9,54.0,0.0,17.8,299,Poor,1019.0,66.4
2025-11-11,Hyderabad,Telangana,37.1,24.0,30.6,93.9,0.0,12.7,176,Moderate,1007.5,64.1
2025-11-11,Ahmedabad,Gujarat,31.5,26.1,28.8,32.3,0.0,6.4,146,Moderate,1018.8,69.9
2025-11-11,Jaipur,Rajasthan,40.9,26.0,33.5,45.9,0.0,3.8,64,Satisfactory,1008.2,49.5
2025-11-11,Lucknow,Uttar Pradesh,30.8,21.6,26.2,83.4,0.0,9.1,104,Moderate,1006.2,5.7
2025-11-11,Bhopal,Madhya Pradesh,29.2,23.6,26.4,59.6,9.1,22.2,293,Poor,993.8,92.1
2025-11-12,Mumbai,Maharashtra,29.3,15.2,22.3,82.3,0.0,20.8,226,Poor,1011.6,42.2
2025-11-12,Delhi,Delhi,37.7,25.1,31.4,84.0,6.7,22.9,152,Moderate,1001.2,35.0
2025-11-12,Bengaluru,Karnataka,33.8,19.2,26.5,34.8,5.0,2.7,68,Satisfactory,1005.9,42.5
2025-11-12,Chennai,Tamil Nadu,32.5,19.4,26.0,38.9,0.0,19.8,97,Satisfactory,1002.5,50.6
2025-11-12,Kolkata,West Bengal,39.3,32.5,35.9,85.2,48.4,19.8,68,Satisfactory,1016.0,86.5
2025-11-12,Hyderabad,Telangana,39.5,32.2,35.9,48.3,0.2,5.2,193,Moderate,1001.5,50.6
2025-11-12,Ahmedabad,Gujarat,36.9,27.2,32.1,72.2,37.9,7.1,104,Moderate,994.2,27.7
2025-11-12,Jaipur,Rajasthan,44.7,35.9,40.3,72.3,0.0,12.1,216,Poor,1006.6,95.6
2025-11-12,Lucknow,Uttar Pradesh,44.4,33.6,39.0,39.4,0.0,4.3,215,Poor,993.4,27.5
2025-11-12,Bhopal,Madhya Pradesh,41.6,31.3,36.4,78.5,0.0,22.3,119,Moderate,999.7,29.0
2025-11-13,Mumbai,Maharashtra,26.9,16.9,21.9,51.3,0.0,8.8,104,Moderate,1018.5,55.7
2025-11-13,Delhi,Delhi,43.0,36.9,40.0,77.7,15.1,9.3,202,Poor,1015.9,31.3
2025-11-13,Bengaluru,Karnataka,44.4,33.3,38.9,49.3,0.0,22.9,283,Poor,1020.4,18.9
2025-11-13,Chennai,Tamil Nadu,43.8,35.7,39.8,45.5,18.1,11.0,90,Satisfactory,1003.6,30.3
2025-11-13,Kolkata,West Bengal,35.2,22.9,29.1,65.8,66.2,12.1,133,Moderate,1002.8,26.8
2025-11-13,Hyderabad,Telangana,37.9,25.2,31.5,51.6,0.0,23.3,77,Satisfactory,1014.7,46.2
2025-11-13,Ahmedabad,Gujarat,42.0,32.1,37.1,81.8,0.4,13.2,133,Moderate,1000.3,24.1
2025-11-13,Jaipur,Rajasthan,39.8,33.0,36.4,68.6,0.0,8.2,182,Moderate,1004.0,20.8
2025-11-13,Lucknow,Uttar Pradesh,33.3,18.4,25.9,68.6,42.2,21.9,94,Satisfactory,1023.7,90.0
2025-11-13,Bhopal,Madhya Pradesh,25.1,13.9,19.5,75.7,21.7,23.7,316,Very Poor,995.5,28.5
2025-11-14,Mumbai,Maharashtra,33.7,20.7,27.2,55.7,37.8,9.5,241,Poor,1008.3,54.6
2025-11-14,Delhi,Delhi,31.1,19.7,25.4,39.2,8.9,17.9,339,Very Poor,1001.9,36.1
2025-11-14,Bengaluru,Karnataka,28.9,16.7,22.8,41.9,61.9,22.2,108,Moderate,1009.2,19.5
2025-11-14,Chennai,Tamil Nadu,29.0,21.8,25.4,61.0,0.0,15.7,158,Moderate,1020.3,33.3
2025-11-14,Kolkata,West Bengal,32.5,24.5,28.5,75.4,69.0,22.7,108,Moderate,1008.9,22.6
2025-11-14,Hyderabad,Telangana,36.8,22.6,29.7,64.5,0.0,20.3,71,Satisfactory,1020.8,47.6
2025-11-14,Ahmedabad,Gujarat,25.8,20.2,23.0,58.5,0.0,12.5,162,Moderate,1011.7,69.5
2025-11-14,Jaipur,Rajasthan,31.7,23.1,27.4,34.6,0.0,18.4,294,Poor,1024.6,92.7
2025-11-14,Lucknow,Uttar Pradesh,39.7,25.3,32.5,78.9,0.0,2.1,267,Poor,1002.4,43.5
2025-11-14,Bhopal,Madhya Pradesh,42.2,27.6,34.9,52.9,0.0,15.7,204,Poor,1002.8,8.2
2025-11-15,Mumbai,Maharashtra,36.7,29.2,32.9,91.1,6.1,13.5,82,Satisfactory,1006.6,84.3
2025-11-15,Delhi,Delhi,34.8,22.0,28.4,72.9,65.1,18.2,148,Moderate,1020.7,39.3
2025-11-15,Bengaluru,Karnataka,31.4,19.1,25.2,91.2,8.9,24.9,321,Very Poor,1000.3,65.3
2025-11-15,Chennai,Tamil Nadu,43.0,34.8,38.9,36.1,0.0,12.5,251,Poor,1020.2,45.3
2025-11-15,Kolkata,West Bengal,32.8,24.0,28.4,42.2,0.0,3.4,216,Poor,1010.4,56.9
2025-11-15,Hyderabad,Telangana,34.4,27.9,31.2,31.4,0.0,11.2,156,Moderate,1004.4,67.0
2025-11-15,Ahmedabad,Gujarat,40.9,33.3,37.1,53.9,9.4,10.4,91,Satisfactory,1006.5,9.3
2025-11-15,Jaipur,Rajasthan,27.0,13.6,20.3,92.5,0.0,13.6,287,Poor,1012.8,75.0
2025-11-15,Lucknow,Uttar Pradesh,28.0,22.6,25.3,87.8,0.0,13.7,118,Moderate,1011.8,21.2
2025-11-15,Bhopal,Madhya Pradesh,43.1,36.0,39.6,45.1,0.0,12.5,300,Poor,1004.0,87.2
2025-11-16,Mumbai,Maharashtra,43.1,29.7,36.4,81.1,0.0,17.7,104,Moderate,1022.3,68.4
2025-11-16,Delhi,Delhi,43.9,31.3,37.6,76.6,0.0,7.8,279,Poor,1023.5,32.4
2025-11-16,Bengaluru,Karnataka,33.5,19.4,26.5,66.2,0.0,19.4,212,Poor,992.4,73.6
2025-11-16,Chennai,Tamil Nadu,41.4,34.3,37.9,65.2,6.2,10.9,70,Satisfactory,994.5,41.8
2025-11-16,Kolkata,West Bengal,42.8,33.2,38.0,39.0,2.6,3.0,142,Moderate,992.1,92.1
2025-11-16,Hyderabad,Telangana,28.9,22.6,25.8,60.9,0.0,13.1,202,Poor,1000.9,69.9
2025-11-16,Ahmedabad,Gujarat,44.3,33.3,38.8,71.1,5.3,9.7,153,Moderate,1015.1,27.5
2025-11-16,Jaipur,Rajasthan,36.7,25.4,31.0,73.5,32.3,2.7,248,Poor,996.6,11.7
2025-11-16,Lucknow,Uttar Pradesh,30.5,23.5,27.0,61.2,0.0,24.8,275,Poor,1020.1,27.7
2025-11-16,Bhopal,Madhya Pradesh,36.4,30.7,33.5,33.2,0.0,9.7,327,Very Poor,1022.6,72.8
2025-11-17,Mumbai,Maharashtra,27.0,16.1,21.6,71.4,0.0,24.6,245,Poor,1009.0,34.9
2025-11-17,Delhi,Delhi,38.2,29.7,34.0,94.6,8.1,18.3,296,Poor,996.1,88.4
2025-11-17,Bengaluru,Karnataka,40.1,32.9,36.5,38.9,16.5,21.6,116,Moderate,993.2,69.4
2025-11-17,Chennai,Tamil Nadu,25.3,17.4,21.4,58.6,0.3,7.3,48,Good,1007.0,89.3
2025-11-17,Kolkata,West Bengal,40.7,31.9,36.3,65.2,2.4,6.6,169,Moderate,1002.0,58.9
2025-11-17,Hyderabad,Telangana,30.9,21.3,26.1,48.9,0.0,17.6,86,Satisfactory,1019.3,94.6
2025-11-17,Ahmedabad,Gujarat,37.5,26.7,32.1,86.4,0.0,6.6,83,Satisfactory,999.7,62.3
2025-11-17,Jaipur,Rajasthan,28.7,14.6,21.6,92.2,70.4,14.1,42,Good,1005.7,92.3
2025-11-17,Lucknow,Uttar Pradesh,41.8,33.8,37.8,71.7,3.3,6.2,319,Very Poor,1013.2,90.3
2025-11-17,Bhopal,Madhya Pradesh,42.9,32.7,37.8,79.9,0.0,8.6,135,Moderate,991.3,55.5
2025-11-18,Mumbai,Maharashtra,28.8,22.5,25.6,52.6,0.0,3.2,86,Satisfactory,1008.2,68.4
2025-11-18,Delhi,Delhi,44.7,30.5,37.6,94.6,0.0,19.2,83,Satisfactory,1023.2,19.7
2025-11-18,Bengaluru,Karnataka,27.1,14.1,20.6,73.3,5.3,23.8,326,Very Poor,997.0,47.0
2025-11-18,Chennai,Tamil Nadu,34.2,24.3,29.3,91.3,0.0,23.1,333,Very Poor,990.3,35.5
2025-11-18,Kolkata,West Bengal,35.0,23.7,29.3,64.6,4.0,10.4,209,Poor,1010.7,12.9
2025-11-18,Hyderabad,Telangana,40.0,29.1,34.5,87.1,0.0,18.1,79,Satisfactory,1005.5,55.4
2025-11-18,Ahmedabad,Gujarat,44.9,32.2,38.6,56.0,53.3,19.7,133,Moderate,1002.2,97.9
2025-11-18,Jaipur,Rajasthan,36.5,24.5,30.5,47.6,0.0,6.1,50,Good,1020.6,26.1
2025-11-18,Lucknow,Uttar Pradesh,25.8,16.6,21.2,64.0,0.0,17.4,62,Satisfactory,1000.5,58.4
2025-11-18,Bhopal,Madhya Pradesh,42.8,34.8,38.8,80.6,8.3,12.2,314,Very Poor,995.3,9.5
2025-11-19,Mumbai,Maharashtra,33.9,21.4,27.7,62.3,0.0,19.3,334,Very Poor,999.3,78.4
2025-11-19,Delhi,Delhi,43.6,37.4,40.5,33.6,0.0,17.7,298,Poor,990.5,65.0
2025-11-19,Bengaluru,Karnataka,37.8,32.2,35.0,94.4,0.0,5.8,254,Poor,999.5,80.9
2025-11-19,Chennai,Tamil Nadu,36.7,23.0,29.9,94.9,3.9,16.8,263,Poor,990.5,67.3
2025-11-19,Kolkata,West Bengal,44.7,33.9,39.3,74.5,7.9,14.6,112,Moderate,993.5,68.6
2025-11-19,Hyderabad,Telangana,35.8,27.9,31.9,36.8,0.0,5.4,322,Very Poor,1001.2,86.6
2025-11-19,Ahmedabad,Gujarat,35.7,25.8,30.8,67.8,2.2,7.5,140,Moderate,999.5,66.6
2025-11-19,Jaipur,Rajasthan,32.1,19.3,25.7,47.4,0.0,5.3,46,Good,1023.0,24.3
2025-11-19,Lucknow,Uttar Pradesh,42.4,34.5,38.5,49.4,2.3,15.7,327,Very Poor,1005.9,18.6
2025-11-19,Bhopal,Madhya Pradesh,40.0,32.2,36.1,91.6,56.2,6.3,254,Poor,1015.6,19.5
2025-11-20,Mumbai,Maharashtra,43.4,33.0,38.2,79.6,0.0,2.8,142,Moderate,1012.2,59.4
2025-11-20,Delhi,Delhi,35.3,23.4,29.3,71.9,0.8,17.4,330,Very Poor,1019.7,59.8
2025-11-20,Bengaluru,Karnataka,44.6,32.1,38.3,53.3,0.0,5.4,130,Moderate,1022.2,58.2
2025-11-20,Chennai,Tamil Nadu,44.3,32.2,38.2,64.8,3.4,18.4,220,Poor,996.8,71.2
2025-11-20,Kolkata,West Bengal,42.0,30.8,36.4,39.5,3.3,7.1,142,Moderate,1002.4,6.5
2025-11-20,Hyderabad,Telangana,25.5,11.8,18.7,73.3,9.7,13.6,109,Moderate,1020.9,33.3
2025-11-20,Ahmedabad,Gujarat,33.2,27.7,30.4,49.6,0.0,18.3,162,Moderate,1008.8,11.7
2025-11-20,Jaipur,Rajasthan,27.2,15.7,21.5,83.7,0.0,9.0,138,Moderate,999.1,25.1
2025-11-20,Lucknow,Uttar Pradesh,44.3,30.7,37.5,69.1,0.0,8.7,111,Moderate,1012.5,88.9
2025-11-20,Bhopal,Madhya Pradesh,27.8,14.3,21.0,56.6,0.0,18.1,319,Very Poor,1004.7,32.3
2025-11-21,Mumbai,Maharashtra,25.1,16.1,20.6,49.5,0.0,13.6,114,Moderate,999.9,84.6
2025-11-21,Delhi,Delhi,39.4,32.3,35.9,32.8,0.0,9.9,332,Very Poor,990.3,64.9
2025-11-21,Bengaluru,Karnataka,32.7,21.9,27.3,59.4,0.0,4.5,130,Moderate,1006.5,65.0
2025-11-21,Chennai,Tamil Nadu,38.5,27.7,33.1,58.3,0.0,20.2,334,Very Poor,990.4,13.1
2025-11-21,Kolkata,West Bengal,39.0,27.6,33.3,51.7,0.0,16.6,215,Poor,995.9,47.3
2025-11-21,Hyderabad,Telangana,44.2,33.7,39.0,67.7,0.0,15.6,97,Satisfactory,1017.4,65.6
2025-11-21,Ahmedabad,Gujarat,33.0,22.8,27.9,64.0,3.5,12.8,274,Poor,1005.8,81.2
2025-11-21,Jaipur,Rajasthan,33.4,18.5,26.0,34.3,3.3,19.4,259,Poor,1013.9,25.4
2025-11-21,Lucknow,Uttar Pradesh,32.1,18.4,25.3,43.0,0.0,12.3,149,Moderate,1002.3,84.0
2025-11-21,Bhopal,Madhya Pradesh,32.1,25.9,29.0,63.8,77.0,12.9,209,Poor,1017.1,57.5
2025-11-22,Mumbai,Maharashtra,41.1,27.8,34.4,31.3,9.4,21.6,225,Poor,1008.8,78.5
2025-11-22,Delhi,Delhi,35.9,28.7,32.3,85.1,0.0,8.7,272,Poor,1014.0,86.2
2025-11-22,Bengaluru,Karnataka,34.1,21.9,28.0,34.7,0.0,19.4,189,Moderate,1006.7,10.7
2025-11-22,Chennai,Tamil Nadu,26.3,17.8,22.0,40.2,0.0,4.5,300,Poor,1008.5,43.7
2025-11-22,Kolkata,West Bengal,41.5,28.3,34.9,60.5,3.0,14.2,324,Very Poor,1011.9,70.9
2025-11-22,Hyderabad,Telangana,43.9,30.5,37.2,34.2,9.8,2.5,126,Moderate,1006.8,64.5
2025-11-22,Ahmedabad,Gujarat,26.7,16.3,21.5,59.0,0.0,11.8,50,Good,999.5,97.2
2025-11-22,Jaipur,Rajasthan,36.2,29.7,32.9,50.8,0.0,14.5,234,Poor,1011.3,78.4
2025-11-22,Lucknow,Uttar Pradesh,29.6,18.6,24.1,93.4,0.0,5.1,73,Satisfactory,1009.9,31.6
2025-11-22,Bhopal,Madhya Pradesh,34.5,29.0,31.8,37.8,2.3,14.5,241,Poor,998.1,54.3
2025-11-23,Mumbai,Maharashtra,25.1,10.2,17.7,70.7,9.9,12.6,179,Moderate,990.3,85.7
2025-11-23,Delhi,Delhi,34.4,25.8,30.1,58.1,7.3,24.4,192,Moderate,1003.7,37.2
2025-11-23,Bengaluru,Karnataka,28.1,15.5,21.8,67.8,2.2,2.8,158,Moderate,996.9,89.7
2025-11-23,Chennai,Tamil Nadu,44.7,34.4,39.5,43.5,6.0,16.4,55,Satisfactory,1023.7,70.6
2025-11-23,Kolkata,West Bengal,34.5,24.2,29.4,89.6,0.0,7.6,174,Moderate,1009.2,71.2
2025-11-23,Hyderabad,Telangana,33.7,26.1,29.9,75.4,0.0,15.6,188,Moderate,991.1,94.3
2025-11-23,Ahmedabad,Gujarat,38.7,25.1,31.9,45.3,0.0,11.0,230,Poor,1002.9,41.5
2025-11-23,Jaipur,Rajasthan,25.9,16.8,21.3,66.4,47.1,12.2,113,Moderate,1012.8,6.7
2025-11-23,Lucknow,Uttar Pradesh,41.3,30.4,35.9,91.5,7.6,12.8,308,Very Poor,1001.6,9.5
2025-11-23,Bhopal,Madhya Pradesh,33.4,21.5,27.5,39.9,0.0,17.5,315,Very Poor,1008.3,57.5
2025-11-24,Mumbai,Maharashtra,44.3,35.7,40.0,51.6,3.1,3.0,125,Moderate,993.1,66.4
2025-11-24,Delhi,Delhi,26.8,17.7,22.3,87.0,58.7,5.9,99,Satisfactory,1011.3,91.2
2025-11-24,Bengaluru,Karnataka,44.8,36.1,40.4,44.1,8.4,13.3,148,Moderate,1012.5,8.4
2025-11-24,Chennai,Tamil Nadu,38.1,29.6,33.9,80.4,12.6,5.9,216,Poor,1022.1,94.9
2025-11-24,Kolkata,West Bengal,34.6,22.0,28.3,89.7,0.0,21.5,148,Moderate,994.8,64.2
2025-11-24,Hyderabad,Telangana,42.7,34.3,38.5,93.6,0.0,7.9,256,Poor,1015.8,82.4
2025-11-24,Ahmedabad,Gujarat,44.4,34.8,39.6,93.7,0.0,14.2,257,Poor,1007.0,86.3
2025-11-24,Jaipur,Rajasthan,33.8,19.9,26.8,87.6,0.0,21.3,263,Poor,996.3,19.4
2025-11-24,Lucknow,Uttar Pradesh,30.5,19.9,25.2,74.8,6.1,10.7,302,Very Poor,993.2,86.3
2025-11-24,Bhopal,Madhya Pradesh,25.1,11.7,18.4,39.8,3.4,4.1,335,Very Poor,1018.9,94.6
2025-11-25,Mumbai,Maharashtra,26.8,12.6,19.7,66.9,7.3,12.5,332,Very Poor,1008.4,70.0
2025-11-25,Delhi,Delhi,42.8,32.0,37.4,43.7,0.0,19.2,302,Very Poor,1019.3,35.4
2025-11-25,Bengaluru,Karnataka,39.7,30.3,35.0,75.4,0.0,4.3,122,Moderate,990.0,94.0
2025-11-25,Chennai,Tamil Nadu,38.3,23.8,31.0,83.2,1.3,9.6,130,Moderate,1014.1,83.5
2025-11-25,Kolkata,West Bengal,42.4,36.6,39.5,64.3,0.0,9.9,81,Satisfactory,994.5,82.1
2025-11-25,Hyderabad,Telangana,39.5,27.4,33.4,39.3,0.0,23.6,307,Very Poor,992.8,82.9
2025-11-25,Ahmedabad,Gujarat,27.5,16.0,21.7,75.6,0.0,17.8,305,Very Poor,1000.0,48.7
2025-11-25,Jaipur,Rajasthan,26.8,16.5,21.6,61.6,0.0,13.3,105,Moderate,1007.0,54.0
2025-11-25,Lucknow,Uttar Pradesh,29.2,17.7,23.4,36.0,0.0,12.8,136,Moderate,1013.4,18.5
2025-11-25,Bhopal,Madhya Pradesh,36.2,27.9,32.0,37.1,17.7,7.4,216,Poor,1008.6,45.7
2025-11-26,Mumbai,Maharashtra,35.0,22.7,28.8,86.7,22.9,21.9,247,Poor,1002.7,90.0
2025-11-26,Delhi,Delhi,33.7,20.0,26.9,73.9,8.3,10.4,165,Moderate,1015.7,46.4
2025-11-26,Bengaluru,Karnataka,40.9,34.7,37.8,90.3,0.0,16.9,304,Very Poor,1014.8,87.5
2025-11-26,Chennai,Tamil Nadu,32.2,21.0,26.6,80.7,7.7,18.5,299,Poor,1016.2,81.7
2025-11-26,Kolkata,West Bengal,32.1,19.2,25.6,91.7,0.0,7.0,271,Poor,1022.2,17.0
2025-11-26,Hyderabad,Telangana,42.3,28.6,35.5,57.1,0.0,6.9,92,Satisfactory,994.7,43.7
2025-11-26,Ahmedabad,Gujarat,33.1,19.6,26.3,72.5,0.0,20.3,135,Moderate,996.9,37.9
2025-11-26,Jaipur,Rajasthan,27.1,20.4,23.7,92.2,6.0,20.7,329,Very Poor,993.9,75.4
2025-11-26,Lucknow,Uttar Pradesh,36.7,25.6,31.1,86.6,0.0,21.4,313,Very Poor,1011.4,39.7
2025-11-26,Bhopal,Madhya Pradesh,44.9,39.3,42.1,90.2,0.0,23.2,236,Poor,1016.6,10.1
2025-11-27,Mumbai,Maharashtra,27.4,14.9,21.1,56.6,0.0,19.8,256,Poor,1013.6,46.3
2025-11-27,Delhi,Delhi,25.3,16.9,21.1,80.6,7.7,23.7,101,Moderate,1009.5,52.5
2025-11-27,Bengaluru,Karnataka,40.6,28.7,34.6,59.9,0.0,10.6,318,Very Poor,995.6,86.8
2025-11-27,Chennai,Tamil Nadu,42.1,31.0,36.6,68.8,0.0,12.8,89,Satisfactory,1009.4,57.2
2025-11-27,Kolkata,West Bengal,40.7,28.3,34.5,44.9,0.0,8.3,287,Poor,1006.5,85.3
2025-11-27,Hyderabad,Telangana,28.0,18.4,23.2,49.8,0.0,5.3,300,Poor,994.3,17.4
2025-11-27,Ahmedabad,Gujarat,25.4,18.4,21.9,92.1,0.0,5.5,104,Moderate,1009.8,37.2
2025-11-27,Jaipur,Rajasthan,45.0,36.6,40.8,71.7,0.0,24.5,254,Poor,1015.4,60.4
2025-11-27,Lucknow,Uttar Pradesh,32.2,23.0,27.6,68.1,0.0,20.3,273,Poor,995.3,25.7
2025-11-27,Bhopal,Madhya Pradesh,30.3,17.3,23.8,81.0,0.0,19.3,90,Satisfactory,1019.6,41.4
2025-11-28,Mumbai,Maharashtra,26.5,19.4,22.9,93.7,1.8,16.2,257,Poor,1008.7,47.5
2025-11-28,Delhi,Delhi,39.0,29.7,34.3,45.2,0.0,17.9,245,Poor,1012.4,63.8
